id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
750,sani_12_1_2018,sani,12,1,29.1464,-29.5402,44.8433192,100.8974682,55.53863235,20.15616075,67,21,70,108.699997,Lesotho,High,Q3,grassland,Natural
751,sani_12_2_2018,sani,12,2,29.1498,-29.5435,41.2259081,92.75829324,54.6907143,20.56065735,67,21,80,109,Lesotho,High,Q3,grassland,Natural
752,sani_12_3_2018,sani,12,3,29.1509,-29.5436,39.93621107,89.85647491,55.11467333,20.40076865,66,21,80,109.5999985,Lesotho,High,Q3,grassland,Natural
753,sani_12_7_2018,sani,12,7,29.1515,-29.5443,44.6451049,100.451486,55.11467333,20.40076865,66,21,80,109.0999985,Lesotho,High,Q3,grassland,Natural
754,sani_12_8_2018,sani,12,8,29.1482,-29.5425,39.93229894,89.84767263,49.62239599,10.63786118,67,21,80,116.699997,Lesotho,High,Q3,grassland,Natural
755,sani_12_9_2018,sani,12,9,29.1473,-29.5417,36.8352004,82.8792009,49.24068525,18.60144071,71,21,80,113.8000031,Lesotho,High,Q3,grassland,Natural
756,sani_13_11_2018,sani,13,11,29.1644,-29.6015,42.80901448,96.32028257,57.23446846,69.54636444,68,25,50,109.699997,Lesotho,High,Q3,grassland,Natural
757,sani_13_12_2018,sani,13,12,29.1653,-29.6015,41.66406605,93.7441486,51.53094968,50.14296979,68,25,50,112.0999985,Lesotho,High,Q3,grassland,Natural
758,sani_13_13_2018,sani,13,13,29.1605,-29.5953,37.26031793,83.83571534,46.02670959,34.87375595,65,27,80,94.19999695,Lesotho,High,Q3,wooded_grassland,Natural
759,sani_13_1_2018,sani,13,1,29.1654,-29.5931,45.52142078,102.4231968,54.6907143,66.77320737,64,28,50,94.69999695,Lesotho,High,Q3,wooded_grassland,Natural
760,sani_14_10_2018,sani,14,10,29.1628,-29.5703,42.38128887,95.35789995,44.99626087,25.26516759,67,27,40,77.80000305,Lesotho,High,Q3,grassland,Natural
761,sani_14_8_2018,sani,14,8,29.1589,-29.5691,48.43595351,108.9808954,49.24068525,60.12922693,65,26,50,92.30000305,Lesotho,High,Q3,grassland,Natural
762,sani_14_9_2018,sani,14,9,29.1623,-29.5654,47.87260759,107.7133671,49.62239599,18.1129849,64,26,50,86.40000153,Lesotho,High,Q3,wooded_grassland,Natural
763,sani_15_11_2018,sani,15,11,29.1646,-29.5567,49.72825863,111.8885819,56.3865504,20.13539127,69,22,60,82.80000305,Lesotho,High,Q4,grassland,Natural
764,sani_15_15_2018,sani,15,15,29.1657,-29.5595,49.84692641,112.1555844,53.41883723,29.72430236,66,25,60,90.5,Lesotho,High,Q4,grassland,Natural
765,sani_15_3_2018,sani,15,3,29.1644,-29.5583,51.72474616,116.3806789,50.00410673,18.24189513,67,22,70,86.90000153,Lesotho,High,Q4,grassland,Natural
766,sani_15_6_2018,sani,15,6,29.1672,-29.5609,51.38439133,115.6148805,49.62239599,27.23586279,67,25,80,92.80000305,Lesotho,High,Q4,wooded_grassland,Natural
767,sani_15_9_2018,sani,15,9,29.1658,-29.56,44.98806781,101.2231526,53.41883723,29.95320494,66,25,60,89,Lesotho,High,Q3,wooded_grassland,Natural
768,sani_16_10_2018,sani,16,10,29.1658,-29.5411,44.46905929,100.0553834,60.71392792,58.37155152,72,19,80,109.3000031,Lesotho,High,Q3,grassland,Natural
769,sani_16_11_2018,sani,16,11,29.1706,-29.5449,49.42050484,111.1961359,61.18457852,58.77199781,72,20,90,115.199997,Lesotho,High,Q3,grassland,Natural
770,sani_16_14_2018,sani,16,14,29.1658,-29.5414,47.82305401,107.6018715,60.71392792,58.37155152,73,19,80,109.199997,Lesotho,High,Q3,grassland,Natural
771,sani_16_1_2018,sani,16,1,29.1729,-29.5384,58.35318906,131.2946754,49.24068525,60.16677427,75,20,120,114.4000015,Lesotho,High,Q4,grassland,Natural
772,sani_16_3_2018,sani,16,3,29.1712,-29.5413,58.79395508,132.2863989,60.24327731,72.96562784,72,21,100,111.5,Lesotho,High,Q4,grassland,Natural
773,sani_16_4_2018,sani,16,4,29.1738,-29.5399,57.55902779,129.5078125,54.6907143,66.52374832,71,21,120,116.5999985,Lesotho,High,Q4,grassland,Natural
774,sani_16_6_2018,sani,16,6,29.1727,-29.5425,58.58661249,131.8198781,61.18457852,74.04731121,71,21,80,108.199997,Lesotho,High,Q4,grassland,Natural
775,sani_1_10_2018,sani,1,10,29.0939,-29.5932,52.46474433,118.0456747,44.65277796,33.58610056,63,25,60,104.0999985,Lesotho,High,Q4,grassland,Natural
776,sani_1_11_2018,sani,1,11,29.0956,-29.5957,55.26521881,124.3467423,54.26675528,40.56812956,62,25,60,109.9000015,Lesotho,High,Q4,grassland,Natural
777,sani_1_12_2018,sani,1,12,29.0953,-29.5995,53.73949026,120.9138531,43.27884633,24.19443849,66,23,70,96.30000305,Lesotho,High,Q4,grassland,Natural
778,sani_1_13_2018,sani,1,13,29.0931,-29.5973,49.23590792,110.7807928,48.47726378,26.78121429,66,24,70,109,Lesotho,High,Q3,grassland,Natural
779,sani_1_2_2018,sani,1,2,29.0942,-29.5949,39.7171321,89.36354722,40.46497454,22.35345176,65,25,60,102.4000015,Lesotho,High,Q3,grassland,Natural
780,sani_1_3_2018,sani,1,3,29.0937,-29.5983,55.89097685,125.7546979,48.47726378,26.78121429,65,24,70,114.0999985,Lesotho,High,Q4,grassland,Natural
781,sani_1_4_2018,sani,1,4,29.0932,-29.596,45.64047874,102.6910772,54.6907143,29.84876019,65,24,60,114.0999985,Lesotho,High,Q3,grassland,Natural
782,sani_1_6_2018,sani,1,6,29.0937,-29.5924,54.83349767,123.3753698,49.62239599,37.20305961,63,24,50,106.5,Lesotho,High,Q4,grassland,Natural
783,sani_1_7_2018,sani,1,7,29.0931,-29.5976,50.75867793,114.2070254,48.09555304,26.66484439,66,24,70,111.3000031,Lesotho,High,Q4,grassland,Natural
784,sani_2_10_2018,sani,2,10,29.1072,-29.5768,52.99488257,119.2384858,44.30929505,43.39296038,72,23,70,105.4000015,Lesotho,High,Q4,grassland,Natural
785,sani_2_12_2018,sani,2,12,29.1008,-29.5798,51.10141432,114.9781822,59.3019761,88.23089539,68,22,100,106.8000031,Lesotho,High,Q4,grassland,Natural
786,sani_2_13_2018,sani,2,13,29.0989,-29.5795,51.06887182,114.9049616,59.3019761,88.23089539,69,22,100,106.8000031,Lesotho,High,Q4,grassland,Natural
787,sani_2_15_2018,sani,2,15,29.1046,-29.579,67.46191888,151.7893175,52.57091917,78.87210735,73,20,80,116.5999985,Lesotho,High,Q4,grassland,Natural
788,sani_2_1_2018,sani,2,1,29.1038,-29.5803,52.97233433,119.1877523,53.41883723,97.00546163,70,21,80,116.5,Lesotho,High,Q4,grassland,Natural
789,sani_2_5_2018,sani,2,5,29.1065,-29.5759,56.93439192,128.1023818,49.62239599,48.31049673,73,23,70,116.5999985,Lesotho,High,Q4,grassland,Natural
790,sani_2_7_2018,sani,2,7,29.1014,-29.5788,53.03921998,119.338245,53.41883723,79.9203928,69,20,100,110.8000031,Lesotho,High,Q4,grassland,Natural
791,sani_2_8_2018,sani,2,8,29.107,-29.5772,59.06649976,132.8996245,50.00410673,48.59303183,71,22,70,107.3000031,Lesotho,High,Q4,grassland,Natural
792,sani_3_10_2018,sani,3,10,29.0986,-29.5545,53.47992433,120.3298298,55.53863235,30.29818748,78,20,70,113,Lesotho,High,Q4,grassland,Natural
793,sani_3_13_2018,sani,3,13,29.0975,-29.5527,49.58611811,111.5687658,50.38581747,18.27146925,76,20,60,111.8000031,Lesotho,High,Q3,grassland,Natural
794,sani_3_14_2018,sani,3,14,29.0948,-29.5555,57.13912643,128.5630345,49.62239599,27.467588,78,19,70,114.699997,Lesotho,High,Q4,grassland,Natural
795,sani_3_1_2018,sani,3,1,29.0918,-29.5568,57.90329474,130.2824132,49.62239599,27.64735431,77,19,70,111.3000031,Lesotho,High,Q4,grassland,Natural
796,sani_3_2_2018,sani,3,2,29.1001,-29.5537,45.06239817,101.3903959,60.71392792,33.07877855,75,20,70,107.3000031,Lesotho,High,Q3,grassland,Natural
797,sani_3_6_2018,sani,3,6,29.0933,-29.5563,53.92466415,121.3304943,48.85897452,27.45091363,79,19,70,119.199997,Lesotho,High,Q4,grassland,Natural
798,sani_3_7_2018,sani,3,7,29.0951,-29.5553,59.18647157,133.169561,49.62239599,27.467588,78,19,70,113,Lesotho,High,Q4,grassland,Natural
799,sani_4_11_2018,sani,4,11,29.0978,-29.54,48.44377776,108.9985,53.41883723,64.99295966,74,22,90,111.5999985,Lesotho,High,Q3,grassland,Natural
800,sani_4_13_2018,sani,4,13,29.0974,-29.5404,47.09018269,105.9529111,53.41883723,64.99295966,76,22,100,113.699997,Lesotho,High,Q3,grassland,Natural
801,sani_4_15_2018,sani,4,15,29.1009,-29.5398,66.09917578,148.7231455,58.8313255,71.56083016,71,19,100,112.9000015,Lesotho,High,Q4,grassland,Other
802,sani_4_1_2018,sani,4,1,29.0977,-29.5378,43.4949403,97.86361568,58.8313255,71.37951744,74,24,70,113.5,Lesotho,High,Q3,grassland,Natural
803,sani_4_2_2018,sani,4,2,29.0983,-29.5378,63.49072716,142.8541361,65.80385008,79.31738053,74,24,80,111.3000031,Lesotho,High,Q4,grassland,Natural
804,sani_4_3_2018,sani,4,3,29.0991,-29.5399,52.09639798,117.2168955,60.71392792,73.48291398,74,22,120,109.4000015,Lesotho,High,Q4,grassland,Natural
805,sani_4_4_2018,sani,4,4,29.1025,-29.5386,62.96903744,141.6803342,53.41883723,65.3693672,77,20,100,111.5,Lesotho,High,Q4,grassland,Natural
806,sani_4_5_2018,sani,4,5,29.0988,-29.5407,54.69274459,123.0586753,60.71392792,73.39846031,74,22,110,108.699997,Lesotho,High,Q4,grassland,Natural
807,sani_4_6_2018,sani,4,6,29.1018,-29.5389,59.30310964,133.4319967,54.26675528,66.10595331,72,19,100,113.3000031,Lesotho,High,Q4,grassland,Natural
808,sani_4_8_2018,sani,4,8,29.1028,-29.5346,47.45934292,106.7835216,49.24068525,48.27121567,79,20,110,113.3000031,Lesotho,High,Q3,grassland,Natural
809,sani_5_10_2018,sani,5,10,29.1229,-29.5959,43.49754838,97.86948386,53.41883723,29.2519103,58,30,50,118.0999985,Lesotho,High,Q3,grassland,Natural
810,sani_5_11_2018,sani,5,11,29.1224,-29.6014,44.11957618,99.26904639,43.62232924,16.12460052,58,28,50,95,Lesotho,High,Q3,grassland,Natural
811,sani_5_13_2018,sani,5,13,29.1237,-29.5972,55.74997962,125.4374542,43.27884633,16.21246429,61,30,70,114.199997,Lesotho,High,Q4,grassland,Natural
812,sani_5_14_2018,sani,5,14,29.1228,-29.6009,41.33935971,93.01355936,40.1560816,14.75690972,59,28,50,93.80000305,Lesotho,High,Q3,grassland,Natural
813,sani_5_1_2018,sani,5,1,29.1264,-29.6016,37.51330198,84.40492945,44.99626087,16.50495432,58,29,80,95.5,Lesotho,High,Q3,grassland,Natural
814,sani_5_4_2018,sani,5,4,29.1241,-29.6001,39.42111468,88.69750803,43.96581215,16.24186448,59,29,70,97.59999847,Lesotho,High,Q3,grassland,Natural
815,sani_5_5_2018,sani,5,5,29.1263,-29.5979,47.49313151,106.8595459,52.9948782,39.83184984,61,28,70,118,Lesotho,High,Q3,grassland,Natural
816,sani_5_7_2018,sani,5,7,29.121,-29.5971,39.839712,89.639352,48.09555304,26.35707079,61,30,60,114.5,Lesotho,High,Q3,grassland,Natural
817,sani_5_9_2018,sani,5,9,29.1209,-29.5962,43.84181534,98.64408451,48.85897452,26.76289724,60,30,50,115.8000031,Lesotho,High,Q3,grassland,Natural
818,sani_6_12_2018,sani,6,12,29.1181,-29.5708,54.55842832,122.7564637,52.9948782,79.19202152,72,22,80,101.5,Lesotho,High,Q4,grassland,Natural
819,sani_6_13_2018,sani,6,13,29.1156,-29.5745,49.71529848,111.8594216,49.24068525,73.72227125,65,25,80,107.5,Lesotho,High,Q3,grassland,Natural
820,sani_6_14_2018,sani,6,14,29.1114,-29.5729,52.66235199,118.490292,58.8313255,87.43260391,69,22,70,109.8000031,Lesotho,High,Q4,grassland,Natural
821,sani_6_15_2018,sani,6,15,29.1186,-29.5723,47.26492425,106.3460796,59.3019761,88.12915766,72,22,80,112.4000015,Lesotho,High,Q3,grassland,Natural
822,sani_6_1_2018,sani,6,1,29.1151,-29.5706,46.98846746,105.7240518,58.3606749,70.57372309,67,22,70,111.9000015,Lesotho,High,Q3,grassland,Natural
823,sani_6_2_2018,sani,6,2,29.112,-29.5695,65.16419777,146.619445,52.9948782,64.43956399,69,20,80,114.8000031,Lesotho,High,Q4,grassland,Natural
824,sani_6_4_2018,sani,6,4,29.1127,-29.5754,44.04654985,99.10473717,58.3606749,86.76799082,65,24,70,112.4000015,Lesotho,High,Q3,grassland,Natural
825,sani_6_5_2018,sani,6,5,29.1128,-29.5708,52.41719219,117.9386824,47.7138423,58.18059165,70,21,70,111.199997,Lesotho,High,Q4,grassland,Natural
826,sani_6_6_2018,sani,6,6,29.1169,-29.575,51.20986905,115.2222054,54.6907143,81.59851852,62,26,80,106.699997,Lesotho,High,Q4,grassland,Natural
827,sani_7_11_2018,sani,7,11,29.1228,-29.554,75.71518639,170.3591694,49.24068525,47.9911991,76,22,90,111.5,Lesotho,High,Q4,grassland,Natural
828,sani_7_15_2018,sani,7,15,29.1194,-29.5598,58.62442969,131.9049668,54.26675528,29.96196952,73,19,80,106.5,Lesotho,High,Q4,grassland,Natural
829,sani_7_1_2018,sani,7,1,29.1206,-29.5568,57.92285537,130.3264246,54.6907143,52.8867355,73,20,100,108.0999985,Lesotho,High,Q4,grassland,Natural
830,sani_7_3_2018,sani,7,3,29.1203,-29.5569,63.28116186,142.3826142,54.26675528,52.65196466,71,19,100,108,Lesotho,High,Q4,grassland,Natural
831,sani_7_5_2018,sani,7,5,29.121,-29.5551,50.81322115,114.3297476,55.96259138,54.00596678,75,20,100,117.5,Lesotho,High,Q4,grassland,Natural
832,sani_7_6_2018,sani,7,6,29.1202,-29.5563,67.64709277,152.2059587,55.11467333,53.29080486,71,20,100,107.699997,Lesotho,High,Q4,grassland,Natural
833,sani_7_9_2018,sani,7,9,29.1234,-29.5606,47.36272737,106.5661366,54.26675528,29.86884059,73,20,100,111.8000031,Lesotho,High,Q3,grassland,Natural
834,sani_8_12_2018,sani,8,12,29.1236,-29.5439,57.95676045,130.402711,51.14923895,38.3781573,84,17,80,112,Lesotho,High,Q4,grassland,Natural
835,sani_8_13_2018,sani,8,13,29.125,-29.5364,64.48218407,145.0849142,44.99626087,16.90051283,84,18,90,111.8000031,Lesotho,High,Q4,grassland,Natural
836,sani_8_1_2018,sani,8,1,29.1211,-29.5414,50.96318592,114.6671683,50.00410673,27.66846917,85,19,80,113.699997,Lesotho,High,Q4,grassland,Natural
837,sani_8_3_2018,sani,8,3,29.1248,-29.5381,61.10862873,137.4944147,44.65277796,25.08389492,83,19,100,111.3000031,Lesotho,High,Q4,grassland,Natural
838,sani_8_6_2018,sani,8,6,29.1248,-29.539,61.92104658,139.3223548,44.65277796,17.02249349,83,19,70,118.699997,Lesotho,High,Q4,grassland,Natural
839,sani_8_7_2018,sani,8,7,29.1239,-29.537,63.92144623,143.823254,44.99626087,25.26516759,83,19,100,111.9000015,Lesotho,High,Q4,grassland,Natural
840,sani_8_8_2018,sani,8,8,29.1227,-29.5407,65.41587778,147.185725,44.65277796,17.28385961,83,17,80,103.5,Lesotho,High,Q4,grassland,Natural
841,sani_8_9_2018,sani,8,9,29.1221,-29.5361,57.70247235,129.8305628,40.1560816,15.82096226,85,15,90,106.3000031,Lesotho,High,Q4,grassland,Natural
842,sani_9_11_2018,sani,9,11,29.1403,-29.5985,43.84981401,98.66208152,54.6907143,66.40611117,69,23,60,112.9000015,Lesotho,High,Q3,grassland,Natural
843,sani_9_12_2018,sani,9,12,29.1395,-29.5988,49.54569282,111.4778089,53.84279625,65.38370648,66,23,60,108,Lesotho,High,Q3,grassland,Natural
844,sani_9_14_2018,sani,9,14,29.135,-29.6015,48.7058901,109.5882527,48.09555304,46.89341133,68,23,70,96.90000153,Lesotho,High,Q3,grassland,Natural
845,sani_9_15_2018,sani,9,15,29.133,-29.603,52.51760338,118.1646076,53.41883723,40.14129865,67,25,60,101.4000015,Lesotho,High,Q4,grassland,Natural
846,sani_9_1_2018,sani,9,1,29.1367,-29.6,54.77709878,123.2484723,50.00410673,60.90373523,68,23,60,85.90000153,Lesotho,High,Q4,grassland,Natural
847,sani_9_2_2018,sani,9,2,29.1337,-29.6013,53.53632322,120.4567273,48.47726378,47.21148127,67,22,70,104.0999985,Lesotho,High,Q4,grassland,Natural
848,sani_9_6_2018,sani,9,6,29.1348,-29.6022,52.98445024,119.215013,48.85897452,36.68912272,68,25,70,98,Lesotho,High,Q4,grassland,Natural
849,sani_9_8_2018,sani,9,8,29.14,-29.5954,50.65997988,113.9849547,53.41883723,64.9500795,68,23,70,104.3000031,Lesotho,High,Q4,grassland,Natural
850,sehlabathebe_10_12_2018,sehlabathebe,10,12,29.0331,-29.8814,38.90210617,87.52973887,39.53829573,14.76456477,61,27,80,113.5,Lesotho,High,Q3,grassland,Natural
851,sehlabathebe_10_14_2018,sehlabathebe,10,14,29.0353,-29.8828,30.16372413,67.86837929,35.5321132,13.46024612,58,23,70,108.3000031,Lesotho,Low,Q2,grassland,Natural
852,sehlabathebe_10_15_2018,sehlabathebe,10,15,29.031,-29.8856,44.16260954,99.36587147,42.93536343,24.17884012,58,23,60,110.699997,Lesotho,High,Q3,grassland,Natural
853,sehlabathebe_10_3_2018,sehlabathebe,10,3,29.035,-29.8835,43.59665554,98.09247496,39.84718867,22.1677403,58,23,70,111.9000015,Lesotho,High,Q3,grassland,Natural
854,sehlabathebe_10_4_2018,sehlabathebe,10,4,29.0333,-29.8821,41.30284655,92.93140474,35.80970784,13.39525789,61,27,70,108.9000015,Lesotho,High,Q3,grassland,Natural
855,sehlabathebe_10_5_2018,sehlabathebe,10,5,29.0364,-29.8854,35.45161238,79.76612785,38.30272399,21.84765146,60,22,80,105.3000031,Lesotho,High,Q3,grassland,Natural
856,sehlabathebe_10_6_2018,sehlabathebe,10,6,29.0304,-29.886,40.84382395,91.89860388,39.2294028,14.93825992,58,27,60,108.199997,Lesotho,High,Q3,grassland,Natural
857,sehlabathebe_10_8_2018,sehlabathebe,10,8,29.0335,-29.8821,27.81644944,62.58701125,35.80970784,13.39525789,61,27,70,107.4000015,Lesotho,Low,Q2,grassland,Natural
858,sehlabathebe_10_9_2018,sehlabathebe,10,9,29.0345,-29.8817,44.65292915,100.4690906,39.53829573,15.04305369,59,27,80,111.4000015,Lesotho,High,Q3,grassland,Natural
859,sehlabathebe_11_10_2018,sehlabathebe,11,10,29.0336,-29.8614,35.07083226,78.90937259,39.84718867,14.48133586,63,30,100,105.5,Lesotho,High,Q3,grassland,Natural
860,sehlabathebe_11_12_2018,sehlabathebe,11,12,29.0357,-29.8621,43.82225471,98.60007311,34.97692393,13.03289931,60,28,70,112.4000015,Lesotho,High,Q3,grassland,Natural
861,sehlabathebe_11_15_2018,sehlabathebe,11,15,29.0298,-29.8618,39.82797563,89.61294516,38.30272399,14.52294861,64,27,90,119.199997,Lesotho,High,Q3,grassland,Natural
862,sehlabathebe_11_1_2018,sehlabathebe,11,1,29.0348,-29.8598,60.34648909,135.7796005,39.53829573,7.34045599,60,30,80,114.199997,Lesotho,High,Q4,grassland,Natural
863,sehlabathebe_11_2_2018,sehlabathebe,11,2,29.0312,-29.8622,47.08757461,105.9470429,43.62232924,15.87016341,64,30,90,100.4000015,Lesotho,High,Q3,grassland,Natural
864,sehlabathebe_11_3_2018,sehlabathebe,11,3,29.0324,-29.8664,24.4898396,55.1021391,39.53829573,14.6835623,62,27,80,102.3000031,Lesotho,Low,Q2,grassland,Natural
865,sehlabathebe_11_4_2018,sehlabathebe,11,4,29.0336,-29.8629,40.80731079,91.81644927,40.1560816,14.51241783,63,26,100,107.4000015,Lesotho,High,Q3,grassland,Natural
866,sehlabathebe_11_6_2018,sehlabathebe,11,6,29.0342,-29.8645,59.24515344,133.3015952,43.27884633,16.00740734,63,27,80,109.0999985,Lesotho,High,Q4,grassland,Natural
867,sehlabathebe_11_7_2018,sehlabathebe,11,7,29.0344,-29.8642,44.54078158,100.2167586,44.99626087,16.07401122,63,26,80,108.0999985,Lesotho,High,Q3,grassland,Natural
868,sehlabathebe_11_9_2018,sehlabathebe,11,9,29.038,-29.86,32.13934699,72.31353073,36.36489711,6.7066714,59,33,80,109.199997,Lesotho,High,Q2,grassland,Natural
869,sehlabathebe_12_10_2018,sehlabathebe,12,10,29.0274,-29.8429,50.27856414,113.1267693,46.95042082,26.46309655,57,30,60,113.5,Lesotho,High,Q4,grassland,Natural
870,sehlabathebe_12_11_2018,sehlabathebe,12,11,29.0284,-29.8427,44.66075339,100.4866951,44.30929505,16.10846656,55,30,60,109.699997,Lesotho,High,Q3,grassland,Natural
871,sehlabathebe_12_13_2018,sehlabathebe,12,13,29.0352,-29.8429,63.10772434,141.9923798,51.2990421,29.55395115,53,25,50,114.4000015,Lesotho,High,Q4,grassland,Natural
872,sehlabathebe_12_14_2018,sehlabathebe,12,14,29.0326,-29.8419,53.34045356,120.0160205,50.87508307,29.04570061,57,31,40,109.0999985,Lesotho,High,Q4,grassland,Natural
873,sehlabathebe_12_15_2018,sehlabathebe,12,15,29.0321,-29.8475,47.61440737,107.1324166,39.84718867,14.79099384,48,23,50,105.0999985,Lesotho,High,Q3,grassland,Natural
874,sehlabathebe_12_1_2018,sehlabathebe,12,1,29.0325,-29.8467,49.30966131,110.946738,48.47726378,26.62844468,51,24,50,112.4000015,Lesotho,High,Q3,grassland,Natural
875,sehlabathebe_12_2_2018,sehlabathebe,12,2,29.026,-29.8427,37.42071503,84.19660882,43.62232924,16.32818576,57,30,60,110,Lesotho,High,Q3,grassland,Natural
876,sehlabathebe_12_6_2018,sehlabathebe,12,6,29.0288,-29.8458,43.71923544,98.36827973,39.84718867,14.53066795,55,31,50,106.0999985,Lesotho,High,Q3,grassland,Natural
877,sehlabathebe_12_8_2018,sehlabathebe,12,8,29.0315,-29.8434,51.1822649,115.160096,53.41883723,19.4454153,54,28,50,113,Lesotho,High,Q4,grassland,Natural
878,sehlabathebe_13_10_2018,sehlabathebe,13,10,29.0575,-29.9034,27.1644287,61.11996457,40.77386747,22.66653862,59,24,60,108.5,Lesotho,Low,Q2,grassland,Natural
879,sehlabathebe_13_10_2018,sehlabathebe,13,10,29.0575,-29.9034,27.1644287,61.11996457,40.77386747,22.66653862,59,24,60,108.5,Lesotho,Low,Q2,grassland,Natural
880,sehlabathebe_13_10_2018,sehlabathebe,13,10,29.0575,-29.9034,27.1644287,61.11996457,40.77386747,22.66653862,59,24,60,108.5,Lesotho,Low,Q2,grassland,Natural
881,sehlabathebe_13_10_2018,sehlabathebe,13,10,29.0575,-29.9034,27.1644287,61.11996457,40.77386747,22.66653862,59,24,60,108.5,Lesotho,Low,Q2,grassland,Natural
882,sehlabathebe_13_12_2018,sehlabathebe,13,12,29.054,-29.9004,31.05177638,69.86649687,40.77386747,22.66653862,57,28,60,105.4000015,Lesotho,Low,Q2,grassland,Natural
883,sehlabathebe_13_1_2018,sehlabathebe,13,1,29.0575,-29.9025,35.62635394,80.15929636,48.85897452,27.45091363,59,25,60,108.8000031,Lesotho,High,Q3,grassland,Natural
884,sehlabathebe_13_2_2018,sehlabathebe,13,2,29.0554,-29.9012,32.674004,73.516509,49.24068525,27.26678321,59,24,60,111.5,Lesotho,High,Q2,grassland,Natural
885,sehlabathebe_13_3_2018,sehlabathebe,13,3,29.0571,-29.899,44.80859513,100.819339,49.24068525,37.42295727,59,26,50,112.5999985,Lesotho,High,Q3,grassland,Natural
886,sehlabathebe_13_5_2018,sehlabathebe,13,5,29.0608,-29.8978,30.97483794,69.69338536,50.76752821,38.09655898,60,25,60,117,Lesotho,Low,Q2,grassland,Natural
887,sehlabathebe_13_6_2018,sehlabathebe,13,6,29.0583,-29.8985,40.07313543,90.16455471,49.24068525,37.42295727,58,27,50,107.3000031,Lesotho,High,Q3,grassland,Natural
