,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
1069,Moringa oleifera,moringa,Kenya,moringa,local_name (replaced NA),Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,moringa,Kenya,V,moringa oleifera,0,Accepted,scientific_name,moringa,moringa,both,Moringa oleifera
1070,Pouteria adolfi-friederici,munina,Kenya,munina,local_name (replaced NA),Kenya,Pouteria adolfi-friederici (Engl.) Baehni,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria adolfi-friederici,96,Pouteria adolfi-friederici,Muna,Kenya,R,pouteria adolfifriedericii,0.077777778,Accepted,scientific_name,munina,Muna,both,Pouteria adolfi-friederici
1071,Grevillea robusta,grevellea,Kenya,grevellea,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevellea,,J,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
1072,Eucalyptus globulus,bleu gum,Kenya,bleu gum,local_name (replaced NA),Kenya,Eucalyptus globulus Labill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus globulus,100,Eucalyptus globulus,Blue gum,Uganda,R,eucalyptus globulus,0.033333333333333326,Accepted,scientific_name,bleu gum,Blue gum,both,Eucalyptus globulus
1073,Podocarpus latifolius,pondo,Kenya,pondo,local_name (replaced NA),Kenya,Podocarpus latifolius (Thunb.) R.Br. ex Mirb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Podocarpaceae,Podocarpus,Podocarpus latifolius,99,Podocarpus latifolius,pondo,Kenya,V,podocarpus latifolius,0,Accepted,scientific_name,pondo,pondo,both,Podocarpus latifolius
1074,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1075,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1076,Carica papaya,pawpaw,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1077,Grevillea robusta,grevillea,Kenya,grevillea,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevillea,,T,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
1078,Cupressus lusitanica,cypress,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
1079,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1080,Persea americana,avocado grafted,Kenya,avocado grafted,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avocado pear,Uganda,R,persea americana,0.088181818,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1081,Citrus,citrus pixie,Kenya,citrus pixie,local_name (replaced NA),Kenya,Citrus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,,96,Citrus,,,,,,,,,,both,Citrus
1082,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1083,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1084,Psidium guajava,guava,Kenya,guava,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Guava,Uganda,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
1085,Eucalyptus,bluegum,Kenya,bluegum,local_name (replaced NA),Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,bluegum,,T,eucalyptus spp,0,Accepted,scientific_name,eucalyptus,eucalyptus,both,Eucalyptus
1086,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1087,Cupressus lusitanica,cypress,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
1088,Grevillea robusta,grevillea,Kenya,grevillea,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevillea,,T,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
1089,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1090,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
1091,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1092,Melia azedarach,Mpenda bure,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
1093,Dombeya torrida,Booklet,Kenya,booklet,local_name (replaced NA),Kenya,Dombeya torrida (J.F.Gmel.) Bamps,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Dombeya,Dombeya torrida,99,Dombeya torrida,Boloet,Kenya,R,dombeya torrida,0.082539683,Accepted,scientific_name,mukweu,Mukeu,both,Dombeya torrida
1094,,kukumanga,Kenya,kukumanga,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1095,Ficus sur,mkuu,Kenya,ficus sur,scientific_name,Kenya,Ficus sur Forssk.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sur,100,Ficus sur,,,,,,,,,,both,Ficus sur
1096,Dovyalis caffra,mumbuchi,Kenya,key apple,scientific_name,Kenya,Dovyalis caffra (Hook.fil. & Harv.) Warb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Salicaceae,Dovyalis,Dovyalis caffra,99,Dovyalis caffra,Kei apple,Uganda,R,dovyalis caffra,0.059259259259259234,Accepted,scientific_name,kayaba,Kaiyaba,both,Dovyalis caffra
1097,Persea americana,Avacado,Kenya,avacado,scientific_name,Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avacado,,J,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1098,Prunus africana,Mngima,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
1099,Afrocarpus falcatus,Mpodo,Kenya,mpodo,scientific_name,Kenya,Afrocarpus falcatus (Thunb.) C.N.Page,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Podocarpaceae,Afrocarpus,Afrocarpus falcatus,99,Afrocarpus falcatus,Podo,Kenya,R,afrocarpus falcatus,0.066666667,Accepted,scientific_name,podo,Podo,both,Afrocarpus falcatus
1100,,Msuruwachi,Kenya,msuruwachi,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
1101,Coffea arabica,coffee,Kenya,bush coffee,scientific_name,Kenya,Coffea arabica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Rubiaceae,Coffea,Coffea arabica,99,Coffea arabica,bush coffee,Kenya,V,coffea arabica,0,Accepted,scientific_name,kahawa,kahawa,both,Coffea arabica
1102,Syzygium germainii,Zambarau mwitu,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
1103,Cupressus,Cypruss,Kenya,cypruss,scientific_name,Kenya,Cupressus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,,95,Cupressus,cyprus,,T,cupressus spp,0.028571429,Accepted,scientific_name,cyprus,cyprus,both,Cupressus
1104,Podocarpus henkelii,Podo,Kenya,podocarpus henkelii,scientific_name,Kenya,Podocarpus henkelii Stapf ex Dallim. & A.B.Jacks.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Podocarpaceae,Podocarpus,Podocarpus henkelii,99,Podocarpus henkelii,,,,,,,,,,both,Podocarpus henkelii
1105,Prunus africana,Grevilia,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
1106,Croton megalocarpus,croton,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
1107,Eucalyptus globulus,Eucalyptus,Kenya,eucalyptus globulus,scientific_name,Kenya,Eucalyptus globulus Labill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus globulus,100,Eucalyptus globulus,,,,,,,,,,both,Eucalyptus globulus
1108,Markhamia lutea,macamia,Kenya,makamia luteya,scientific_name,Kenya,Markhamia lutea (Benth.) K.Schum.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Markhamia,Markhamia lutea,100,Markhamia lutea,markamia lutea,,J,markhamia lutea,0.038095238,Accepted,scientific_name,muu,Muu,both,Markhamia lutea
1109,Eucalyptus camaldulensis,musanduku,Kenya,eucalyptus camaldulensis,scientific_name,Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,,,,,,,,,,both,Eucalyptus camaldulensis
1110,Persea americana,mapakato,Kenya,mapakato,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,mapakato,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1111,Grevillea robusta,Grivellia,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
1112,,Jamaican cherry,Kenya,jamaican cherry,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1113,Mangifera indica,muembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
1114,Calliandra,kalila,Kenya,kalila,local_name (replaced NA),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
1115,Osyris lanceolata,muchora,Kenya,muchora,local_name (replaced NA),Kenya,Osyris lanceolata Steud. & Hochst. ex A.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Santalales,Santalaceae,Osyris,Osyris lanceolata,99,Osyris lanceolata,Muchai,Kenya,R,osyris lanceolata,0.09047619,Accepted,scientific_name,muchora,Muchai,both,Osyris lanceolata
1116,Psidium guajava,kipela,Kenya,kipela,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,kipela,Kenya,V,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
1117,Acacia mellifera,muthiia,Kenya,muthiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0,Accepted,scientific_name,iti,Iti,both,Acacia mellifera
1118,Tamarindus indica,kikwasu,Kenya,kikwasu,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,kikwasu,Kenya,V,tamarindus indica,0,Accepted,scientific_name,mkwachu,Mkwachu,both,Tamarindus indica
1119,Citrus limon,kitimu,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1120,Ficus sycomorus,kikuyu,Kenya,kikuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kikuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
1121,Carica papaya,papai,Kenya,papai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0.095238095,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1122,Leucaena leucocephala,lucina,Kenya,lucina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
1123,Passiflora edulis,kikundi,Kenya,kikundi,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,kikundi,Kenya,V,passiflora edulis,0,Accepted,scientific_name,kikundi,kikundi,both,Passiflora edulis
1124,Azadirachta indica,mwarubaini,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
1125,Gluema korupensis,Gravelia,Kenya,gluema korupensis,scientific_name,Kenya,Gluema korupensis Burgt,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Sapotaceae,Gluema,Gluema korupensis,100,Gluema korupensis,,,,,,,,,,both,Gluema korupensis
1126,Citrus,sandala,Kenya,sandala,local_name (replaced NA),Kenya,Citrus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,,96,Citrus,sandala,Kenya,V,citrus tangerine,0,Accepted,scientific_name,kisandala,sandala,both,Citrus
1127,Ficus sycomorus,Kikuyu,Kenya,kikuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kikuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
1128,Citrus reticulata,pixie,Kenya,citrus raticulata,scientific_name,Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,96,Citrus reticulata,,,,,,,,,,both,Citrus reticulata
1129,Citrus sinensis,oranges,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
1130,Citrus paradisi,mutimu,Kenya,citrus paradisi,scientific_name,Kenya,Citrus × paradisi Macfad.,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,100,Citrus paradisi,,,,,,,,,,both,Citrus paradisi
1131,Croton megalocarpus,kithulu,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
1132,Kigelia africana,kiatine,Kenya,kiatine,local_name (replaced NA),Kenya,Kigelia africana (Lam.) Benth.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,100,Kigelia africana,kiatine,Kenya,V,kigelia africana,0,Accepted,scientific_name,kiatine,kiatine,both,Kigelia africana
1133,Acacia gerrardii,muthi,Kenya,muthi,local_name (replaced NA),Kenya,Acacia gerrardii Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia gerrardii,100,Acacia gerrardii,Muthi,Kenya,R,acacia gerrardii,0,Accepted,scientific_name,muthi,Muthi,both,Acacia gerrardii
1134,Cordia africana,muringa,Kenya,muringa,local_name (replaced NA),Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,Muringa,Kenya,R,cordia africana,0,Accepted,scientific_name,muringa,Muringa,both,Cordia africana
1135,Melia volkensii,mukau,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
1136,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1137,Carica papaya,papaya,Kenya,papaya,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,papaya,,T,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1138,,Karusina,Kenya,karusina,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1139,Acacia abyssinica,Acacia,Kenya,acacia abyssinica,scientific_name,Kenya,Acacia abyssinica Hochst. ex Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia abyssinica,99,Acacia abyssinica,,,,,,,,,,both,Acacia abyssinica
1140,Grevillea robusta,Gluveria,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
1141,Croton megalocarpus,Kithulu,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
1142,Moringa oleifera,Moringa,Kenya,moringa oleifera,scientific_name,Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,,,,,,,,,,both,Moringa oleifera
1143,Cupressus lusitanica,cypress,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
1144,Syzygium guineense,muvengele,Kenya,muvengele,local_name (replaced NA),Kenya,Syzygium guineense (Willd.) DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium guineense,99,Syzygium guineense,muvengi,Tanzania,R,syzygium guineense,0.095238095,Accepted,scientific_name,muvengele,muvengi,both,Syzygium guineense
1145,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
