,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
74,Leucaena,lucena,20,20,FODDER SOIL_FERTILITY ,seed collection,FALSE,Kenya,lucena,local_name (replaced NA),Kenya,Leucaena Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,,85,Leucaena,lucena,,T,leuceana spp,0,Accepted,scientific_name,lucena,lucena,both,Leucaena
75,Melia volkensii,melia,35,34,FODDER SOIL_FERTILITY CONSTRUCTION FIREWOOD ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
76,,koma manga,12,12,FRUITS ,,TRUE,Kenya,koma manga,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
77,,mchora,15,13,FODDER SOIL_FERTILITY CONSTRUCTION FIREWOOD ,seed collection,FALSE,Kenya,mchora,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
78,Grevillea robusta,grivelia,150,100,SOIL_FERTILITY SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,grivelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grivellia,,J,grevillea robusta,0.022222222222222254,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
79,Monoon longifolium,ashok,100,100,SHADE ,beautification,FALSE,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
80,Senna singueana,Muchola,100,70,SOIL_FERTILITY FODDER SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,senna singueana,scientific_name,Kenya,Senna singueana (Delile) Lock,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna singueana,100,Senna singueana,,,,,,,,,,both,Senna singueana
81,Balanites rotundifolia,Ashok,100,50,SOIL_FERTILITY SHADE ,,FALSE,Kenya,sarac,scientific_name,Kenya,Balanites rotundifolia (Tiegh.) Blatt.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites rotundifolia,100,Balanites rotundifolia,Sarai,Kenya,R,balanites rotundifolia,0.08,Accepted,scientific_name,sarac,Sarai,both,Balanites rotundifolia
82,,Australian grevillea,700,450,FIREWOOD SHADE ,,FALSE,Kenya,australian grevillea,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
83,Senna spectabilis,senna,45,22,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,senna,local_name (replaced NA),Kenya,Senna spectabilis (DC.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna spectabilis,100,Senna spectabilis,senna,,T,senna spectabilis,0,Accepted,scientific_name,senna,senna,both,Senna spectabilis
84,Melia azedarach,mpenda bure,100,100,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
85,Senna siamea,Mlezeni,50,45,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
86,Monoon longifolium,Ashok,30,24,CONSTRUCTION SHADE ,,FALSE,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
87,Mangifera indica,Muembe,25,20,FIREWOOD SHADE FRUITS ,,TRUE,Kenya,muembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mwembe,Kenya,R,mangifera indica,0.1,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
88,Syzygium cordatum,kisambalau,2,2,FRUITS ,,TRUE,Kenya,kisambalau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,kisambalau,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
89,Syzygium,kisambalau,3,1,FRUITS ,,TRUE,Kenya,syzygium carmin,scientific_name,Kenya,Syzygium Gaertn.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,,95,Syzygium,,,,,,,,,,both,Syzygium
90,Azadirachta indica,mwarubaini,7,3,CONSTRUCTION SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
91,Prunus africana,mngima,20,4,MEDICINAL SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
92,Grevillea robusta,Gravellia,20,18,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
93,Mangifera indica,kiembe,20,10,FIREWOOD FRUITS ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
94,Artocarpus heterophyllus,mfenesi,8,3,FRUITS ,,TRUE,Kenya,mfenesi,local_name (replaced NA),Kenya,Artocarpus heterophyllus Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,100,Artocarpus heterophyllus,Mfenesi,Kenya,R,artocarpus heterophyllus,0,Accepted,scientific_name,mfenesi,Mfenesi,both,Artocarpus heterophyllus
95,Psidium guajava,mpera,3,3,FODDER FRUITS ,,TRUE,Kenya,mpera,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Mpera,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
96,Melia volkensii,,11,4,CONSTRUCTION SHADE ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
97,Citrus limon,mutimu,80,68,FRUITS SHADE MEDICINAL ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
98,Melia azedarach,mpenda bure,15,10,SHADE FIREWOOD ,,FALSE,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
99,Citrus sinensis,orange tree,5,5,SHADE FRUITS ,,TRUE,Kenya,orange tree,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange tree,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
100,Grevillea robusta,grivellia,50,50,SHADE ,,FALSE,Kenya,grivellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grivellia,,J,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
101,Azadirachta indica,mwarubaini,10,8,SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
102,Delonix regia,mkrismas,40,32,SHADE ,,FALSE,Kenya,mkrismas,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,mkrismas,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
103,Senna siamea,Mjohoro,400,327,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
104,Mangifera indica,Mango Tree,60,57,SHADE FRUITS ,,TRUE,Kenya,mango tree,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mango tree,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
105,Citrus sinensis,kisungwa,20,18,FRUITS ,,TRUE,Kenya,kisungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,kisungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
106,Citrus limon,kitimu,60,55,MEDICINAL FRUITS ,,TRUE,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
107,Carica papaya,kipapai,100,60,FRUITS ,,TRUE,Kenya,kipapai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
108,Dracaena steudneri,kitae,20,4,FRUITS FIREWOOD ,,TRUE,Kenya,kitae,local_name (replaced NA),Kenya,Dracaena steudneri Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Asparagales,Asparagaceae,Dracaena,Dracaena steudneri,100,Dracaena steudneri,Kithare,Kenya,R,dracaena steudneri,0.066666667,Accepted,scientific_name,kitae,Kithare,both,Dracaena steudneri
109,Carica papaya,kipapai,100,60,FRUITS ,,TRUE,Kenya,kipapai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
110,Syzygium,kisambalau,3,1,FRUITS ,,TRUE,Kenya,syzygium carmin,scientific_name,Kenya,Syzygium Gaertn.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,,95,Syzygium,,,,,,,,,,both,Syzygium
111,Citrus sinensis,Orange,20,15,FRUITS FIREWOOD ,,TRUE,Kenya,orange,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
112,Grevillea robusta,,50,24,CONSTRUCTION ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
113,Citrus reticulata,Mchenza,13,11,FRUITS ,,TRUE,Kenya,mchenza,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,mchenza,Tanzania,R,citrus reticulata,0,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
114,Citrus limon,Lemon,8,7,FRUITS ,,TRUE,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
115,,dakika tatu,15,15,SHADE ,,FALSE,Kenya,dakika tatu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
116,Psidium guajava,mpera,5,3,SHADE FRUITS ,,TRUE,Kenya,mpera,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Mpera,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
117,Grevillea robusta,grevilia,30,20,SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
118,Dracaena steudneri,kitae,20,4,FRUITS FIREWOOD ,,TRUE,Kenya,kitae,local_name (replaced NA),Kenya,Dracaena steudneri Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Asparagales,Asparagaceae,Dracaena,Dracaena steudneri,100,Dracaena steudneri,Kithare,Kenya,R,dracaena steudneri,0.066666667,Accepted,scientific_name,kitae,Kithare,both,Dracaena steudneri
119,Mangifera indica,kiembe,100,50,FRUITS FIREWOOD ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
120,Annona cherimola,kitomoko,20,15,FRUITS ,,TRUE,Kenya,kitomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitomoko,kitomoko,both,Annona cherimola
121,Melia volkensii,mukau,200,200,FIREWOOD FODDER CONSTRUCTION ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
122,Persea americana,Avocado Tree,5020,5000,FRUITS ,,TRUE,Kenya,avocado tree,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avocado pea,Kenya,R,persea americana,0.086363636,Accepted,scientific_name,avocado,Avokado,both,Persea americana
123,Acacia mellifera,Kikwata,3,3,SHADE FRUITS SOIL_FERTILITY ,,TRUE,Kenya,kikwata,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Kikwata,Kenya,R,acacia mellifera,0,Accepted,scientific_name,kikwata,Kikwata,both,Acacia mellifera
124,Azadirachta indica,Mwarubaini,370,350,SHADE FIREWOOD SOIL_FERTILITY MEDICINAL ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
125,Annona cherimola,Kitomoko,2,1,FIREWOOD SHADE FRUITS ,,TRUE,Kenya,kitomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitomoko,kitomoko,both,Annona cherimola
126,Citrus sinensis,Kisungwa,15,10,FIREWOOD SHADE FRUITS ,,TRUE,Kenya,kisungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,kisungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
127,Citrus reticulata,pixel,1,1,SHADE FRUITS SOIL_FERTILITY ,,TRUE,Kenya,pixel,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixel,Kenya,V,citrus reticulata,0,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
128,Annona cherimola,Mtomoko,11,8,FRUITS ,,TRUE,Kenya,mtomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,Mtomoko,Kenya,R,annona cherimola,0,Accepted,scientific_name,kitomoko,kitomoko,both,Annona cherimola
129,Anacardium occidentale,mkorosho,150,145,NUTS ,,FALSE,Kenya,mkorosho,local_name (replaced NA),Kenya,Anacardium occidentale L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale,99,Anacardium occidentale,mkorosho,Kenya,V,anacardium occidentale,0,Accepted,scientific_name,mkorosho,mkorosho,both,Anacardium occidentale
130,Melia volkensii,kirumbutu,15,11,CONSTRUCTION OTHER ,furniture,FALSE,Kenya,melia,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,melia,Kenya,V,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
131,Melia volkensii,Mukau,3000,2300,SOIL_FERTILITY FODDER SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
132,Mangifera indica,Maembe,200,150,SOIL_FERTILITY SHADE CONSTRUCTION FRUITS FIREWOOD ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
133,,koma manga,12,12,FRUITS ,,TRUE,Kenya,koma manga,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
134,Carica papaya,Ivavai,350,300,FRUITS SOIL_FERTILITY SHADE ,,TRUE,Kenya,papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,papaya,,T,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
135,Citrus sinensis,oranges,150,80,FRUITS SHADE FIREWOOD ,,TRUE,Kenya,oranges,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange,Kenya,V,citrus sinensis,0.028571429,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
136,Citrus paradisi,pixi,50,43,FRUITS SHADE ,,TRUE,Kenya,citrus paradisi,scientific_name,Kenya,Citrus × paradisi Macfad.,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,100,Citrus paradisi,,,,,,,,,,both,Citrus paradisi
137,Buddleja polystachya,pine,200,0,FIREWOOD ,,FALSE,Kenya,pine,local_name (replaced NA),Kenya,Buddleja polystachya Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Buddleja,Buddleja polystachya,100,Buddleja polystachya,Pinet,Kenya,R,buddleja polystachya,0.040000000000000036,Accepted,scientific_name,pine,Pinet,both,Buddleja polystachya
138,Cocos nucifera,mnazi,150,150,NUTS CONSTRUCTION ,,FALSE,Kenya,mnazi,local_name (replaced NA),Kenya,Cocos nucifera L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Cocos,Cocos nucifera,100,Cocos nucifera,mnazi,Kenya,V,cocos nucifera,0,Accepted,scientific_name,mnazi,mnazi,both,Cocos nucifera
139,Croton megalocarpus,croton,75,50,FIREWOOD SHADE ,,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
140,Croton megalocarpus,croton,100,76,FIREWOOD ,fence,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
141,Delonix regia,Christmas tree,15,10,SHADE OTHER ,aesthetic,FALSE,Kenya,christmas tree,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
142,,yellow bark,100,42,SHADE FIREWOOD ,fence poles,FALSE,Kenya,accacia,scientific_name,Kenya,,,,,,,,,,,,accacia,,J,vachellia,0,Accepted,scientific_name,,,both,
143,Carica papaya,Pawpaw,5,4,MEDICINAL FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
144,Persea americana,Avocado,10,9,FRUITS ,,TRUE,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
